,category,danger,latitude,longitude,name_en,states_name_en,unique_number
612,Cultural,0,-2.284444444,40.8525,Lamu Old Town,Kenya,1229
613,Cultural,0,-4.0627777778,39.6794444444,"Fort Jesus, Mombasa",Kenya,1847
614,Natural,1,3.051305556,36.50366667,Lake Turkana National Parks,Kenya,947
615,Natural,0,-0.155,37.3155555556,Mount Kenya National Park/Natural Forest,Kenya,1902
616,Natural,0,-3.6497222222,-172.8575,Phoenix Islands Protected Area,Kiribati,1683
617,Natural,0,0.0,0.0,Western Tien-Shan,Kyrgyzstan,2079
618,Cultural,0,40.5311111111,72.7827777778,Sulaiman-Too Sacred Mountain,Kyrgyzstan,1699
619,Cultural,0,19.88889,102.13333,Town of Luang Prabang,Lao People's Democratic Republic,1954
620,Cultural,0,14.8483333333,105.8222222222,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,Lao People's Democratic Republic,560
621,Cultural,0,19.4310555556,103.1522222222,Megalithic Jar Sites in Xiengkhuang – Plain of Jars,Lao People's Democratic Republic,2282
622,Cultural,0,56.95417,24.11667,Historic Centre of Riga,Latvia,1003
623,Cultural,0,34.00707,36.20494,Baalbek,Lebanon,330
624,Cultural,0,33.72583,35.92972,Anjar,Lebanon,329
625,Cultural,0,34.11917,35.6475,Byblos,Lebanon,331
626,Cultural,0,34.24333,36.04889,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),Lebanon,1001
627,Cultural,0,33.27194,35.19444,Tyre,Lebanon,335
628,Mixed,0,-29.7652777778,29.1230555556,Maloti-Drakensberg Park,Lesotho,1885
629,Cultural,1,32.80528,12.485,Archaeological Site of Sabratha,Libya,204
630,Cultural,1,32.825,21.85833,Archaeological Site of Cyrene,Libya,211
631,Cultural,1,24.83333,10.33333,Rock-Art Sites of Tadrart Acacus,Libya,321
632,Cultural,1,30.13333333,9.5,Old Town of Ghadamès,Libya,415
633,Cultural,1,32.63833,14.29306,Archaeological Site of Leptis Magna,Libya,203
634,Cultural,0,54.68667,25.29306,Vilnius Historic Centre,Lithuania,1929
635,Cultural,0,54.88777778,24.83055556,Kernav?  Archaeological Site (Cultural Reserve of Kernav?),Lithuania,1317
636,Cultural,0,49.61,6.13333,City of Luxembourg: its Old Quarters and Fortifications,Luxembourg,827
637,Natural,1,-14.4597222222,49.7025,Rainforests of the Atsinanana,Madagascar,1434
638,Cultural,0,-18.75917,47.56278,Royal Hill of Ambohimanga,Madagascar,1111
639,Natural,0,-18.66667,44.75,Tsingy de Bemaraha Strict Nature Reserve,Madagascar,576
640,Natural,0,-14.03333,34.88333,Lake Malawi National Park,Malawi,323
641,Cultural,0,-14.2933333333,34.2791666666,Chongoni Rock-Art Area,Malawi,1450
642,Natural,0,6.25,116.5,Kinabalu Park,Malaysia,1182
643,Natural,0,4.13333,114.91667,Gunung Mulu National Park,Malaysia,1183
644,Cultural,0,5.0679083333,100.9723277778,Archaeological Heritage of the Lenggong Valley,Malaysia,1820
645,Cultural,0,5.4213888889,100.3458333333,"Melaka and George Town, Historic Cities of the Straits of Malacca",Malaysia,1871
646,Cultural,1,13.90639,-4.555,Old Towns of Djenné,Mali,127
647,Mixed,0,14.33333,-3.41667,Cliff of Bandiagara (Land of the Dogons),Mali,602
648,Cultural,1,16.2898,-0.04456,Tomb of Askia,Mali,1320
649,Cultural,1,16.77333333,-2.999444444,Timbuktu,Mali,131
650,Cultural,0,35.87134,14.50739,?al Saflieni Hypogeum,Malta,142
651,Cultural,0,35.90056,14.51444,City of Valletta,Malta,143
652,Cultural,0,36.04908,14.26947,Megalithic Temples of Malta,Malta,2121
653,Cultural,0,11.6,165.3805555556,Bikini Atoll Nuclear Test Site,Marshall Islands,1684
654,Natural,0,20.23472,-16.10889,Banc d'Arguin National Park,Mauritania,590
655,Cultural,0,20.92889,-11.62361,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",Mauritania,884
656,Cultural,0,-20.1586388889,57.5031666666,Aapravasi Ghat,Mauritius,1404
657,Cultural,0,-20.4519444444,57.3283333333,Le Morne Cultural Landscape,Mauritius,1860
658,Cultural,0,20.66667,-88.6,Pre-Hispanic City of Chichen-Itza,Mexico,562
659,Cultural,0,22.76667,-102.55556,Historic Centre of Zacatecas,Mexico,800
660,Cultural,0,20.9144444444,-100.7463888889,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Mexico,1493
661,Cultural,0,19.70444,-101.19167,Historic Centre of Morelia,Mexico,692
662,Cultural,0,20.47639,-97.3775,"El Tajin, Pre-Hispanic City",Mexico,749
663,Cultural,0,20.67388889,-103.3397222,"Hospicio Cabañas, Guadalajara",Mexico,963
664,Natural,0,19.38333,-87.79167,Sian Ka'an,Mexico,473
665,Cultural,0,19.41833,-99.13278,Historic Centre of Mexico City and Xochimilco,Mexico,475
666,Cultural,0,19.84639,-90.53722,Historic Fortified Town of Campeche,Mexico,1046
667,Cultural,0,19.69167,-98.84167,Pre-Hispanic City of Teotihuacan,Mexico,477
668,Cultural,0,16.9508333333,-96.4211111111,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Mexico,1693
669,Cultural,0,19.04722,-98.20833,Historic Centre of Puebla,Mexico,479
670,Cultural,0,17.06194,-96.72167,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,Mexico,478
671,Natural,0,27.79222,-114.22778,Whale Sanctuary of El Vizcaino,Mexico,652
672,Cultural,0,30.37583,-107.95556,"Archaeological Zone of Paquimé, Casas Grandes",Mexico,662
673,Cultural,0,21.01694,-101.25556,Historic Town of Guanajuato and Adjacent Mines,Mexico,561
674,Cultural,0,18.60833333,-95.65833333,Historic Monuments Zone of Tlacotalpan,Mexico,1013
675,Cultural,0,18.81028,-99.275,Archaeological Monuments Zone of Xochicalco,Mexico,1094
676,Cultural,0,17.48333,-92.05,Pre-Hispanic City and National Park of Palenque,Mexico,474
677,Mixed,0,18.0530277778,-89.7372833333,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",Mexico,1963
678,Cultural,0,19.8352777778,-98.6625666667,Aqueduct of Padre Tembleque Hydraulic System,Mexico,2024
679,Cultural,0,20.58333333,-100.3666667,Historic Monuments Zone of Querétaro,Mexico,936
680,Cultural,0,20.36166667,-89.77027778,Pre-Hispanic Town of Uxmal,Mexico,935
681,Cultural,0,27.65556,-112.91611,Rock Paintings of the Sierra de San Francisco,Mexico,845
682,Cultural,0,19.3322222222,-99.1880555555,Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),Mexico,1427
683,Natural,0,18.7880555556,-110.9752777778,Archipiélago de Revillagigedo,Mexico,2102
684,Natural,1,27.62667,-112.54583,Islands and Protected Areas of the Gulf of California,Mexico,1873
685,Mixed,0,17.9899611111,-97.1871527778,Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,Mexico,2287
686,Natural,0,19.6063888889,-100.2416666667,Monarch Butterfly Biosphere Reserve,Mexico,1521
687,Cultural,0,20.8630555555,-103.7786111111,Agave Landscape and Ancient Industrial Facilities of Tequila,Mexico,1386
688,Cultural,0,22.6080555556,-102.3791666667,Camino Real de Tierra Adentro,Mexico,1691
689,Cultural,0,19.41833333,-99.19833333,Luis Barragán House and Studio,Mexico,1316
690,Cultural,0,21.20438889,-99.46411111,Franciscan Missions in the Sierra Gorda of Querétaro,Mexico,1256
691,Cultural,0,18.93472,-98.89778,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Mexico,830
692,Natural,0,32.0,-113.9166666667,El Pinacate and Gran Desierto de Altar Biosphere Reserve,Mexico,1858
693,Cultural,1,6.8397222222,158.3308333333,Nan Madol: Ceremonial Centre of Eastern Micronesia,Micronesia (Federated States of),2093
694,Cultural,0,47.55666667,102.8313889,Orkhon Valley Cultural Landscape,Mongolia,1259
695,Cultural,0,49.3338888889,88.3952777778,Petroglyphic Complexes of the Mongolian Altai,Mongolia,1773
696,Natural,0,50.275,92.71972222,Uvs Nuur Basin,Mongolia,909
697,Cultural,0,48.7619777778,109.0093277778,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,Mongolia,2018
698,Natural,0,43.133,19.0166,Durmitor National Park,Montenegro,109
699,Cultural,0,42.48333,18.7,Natural and Culturo-Historical Region of Kotor,Montenegro,2122
700,Cultural,0,31.5141111111,-9.7703055556,Medina of Essaouira (formerly Mogador),Morocco,888
701,Cultural,0,31.04722,-7.12889,Ksar of Ait-Ben-Haddou,Morocco,515
702,Cultural,0,31.63139,-7.98667,Medina of Marrakesh,Morocco,376
703,Cultural,0,34.06111,-4.97778,Medina of Fez,Morocco,188
704,Cultural,0,34.0241666667,-6.8227777778,"Rabat, Modern Capital and Historic City: a Shared Heritage",Morocco,1825
705,Cultural,0,33.25667,-8.50194,Portuguese City of Mazagan (El Jadida),Morocco,1234
706,Cultural,0,33.88333,-5.55833,Historic City of Meknes,Morocco,937
707,Cultural,0,35.57083,-5.36667,Medina of Tétouan (formerly known as Titawin),Morocco,986
708,Cultural,0,34.07389,-5.55694,Archaeological Site of Volubilis,Morocco,1625
709,Cultural,0,-15.03417,40.73583,Island of Mozambique,Mozambique,709
710,Cultural,0,22.47,95.8186111111,Pyu Ancient Cities,Myanmar,1987
711,Cultural,0,21.1488888889,94.8844444444,Bagan,Myanmar,2283
712,Natural,0,-24.8852777778,15.4077777778,Namib Sand Sea,Namibia,1915
713,Cultural,0,-20.5955833333,14.3725833333,Twyfelfontein or /Ui-//aes,Namibia,1432
714,Cultural,0,27.46889,83.27611,"Lumbini, the Birthplace of the Lord Buddha",Nepal,788
715,Natural,0,27.96528,86.91306,Sagarmatha National Park,Nepal,132
716,Natural,0,27.5,84.33333,Chitwan National Park,Nepal,318
717,Cultural,0,27.70395,85.30858,Kathmandu Valley ,Nepal,1448
718,Cultural,0,51.8825,4.649444444,Mill Network at Kinderdijk-Elshout,Netherlands,966
719,Cultural,0,52.63861111,5.771666667,Schokland and Surroundings,Netherlands,872
720,Cultural,0,51.9233333333,4.4183333333,Van Nellefabriek,Netherlands,1984
721,Cultural,0,52.37444444,4.893055556,Defence Line of Amsterdam,Netherlands,894
722,Cultural,0,52.84583,5.67889,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),Netherlands,1018
723,Cultural,0,52.0853333333,5.1475555556,Rietveld Schröderhuis (Rietveld Schröder House),Netherlands,1129
724,Cultural,0,52.365,4.8877777778,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,Netherlands,1666
725,Cultural,0,12.10194,-68.90222,"Historic Area of Willemstad, Inner City and Harbour, Curaçao",Netherlands,967
726,Cultural,0,52.54888889,4.911111111,Droogmakerij de Beemster (Beemster Polder),Netherlands,1051
727,Natural,0,-45.03602778,167.3196111,Te Wahipounamu – South West New Zealand,New Zealand,648
728,Natural,0,-50.75,166.1044444,New Zealand Sub-Antarctic Islands,New Zealand,1029
729,Mixed,0,-39.29083333,175.5622222,Tongariro National Park,New Zealand,487
730,Cultural,0,12.435,-86.8780555556,León Cathedral,Nicaragua,1789
731,Cultural,0,12.39722,-86.61028,Ruins of León Viejo,Nicaragua,728
732,Natural,1,18.0,9.0,Air and Ténéré Natural Reserves,Niger,678
733,Cultural,0,16.9736111111,7.9913888889,Historic Centre of Agadez,Niger,1905
734,Cultural,0,10.74056,13.57194,Sukur Cultural Landscape,Nigeria,1093
735,Cultural,0,7.75556,4.55222,Osun-Osogbo Sacred Grove,Nigeria,1298
736,Cultural,0,69.95,23.18333,Rock Art of Alta,Norway,403
737,Cultural,0,59.8786111111,8.5936111111,Rjukan-Notodden Industrial Heritage Site,Norway,2047
738,Natural,0,62.11667,7.16667,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,Norway,1372
739,Cultural,0,61.3,7.33333,Urnes Stave Church,Norway,62
740,Cultural,0,65.61667,11.75,Vegaøyan – The Vega Archipelago,Norway,2254
741,Cultural,0,60.39722,5.32306,Bryggen,Norway,63
742,Cultural,0,62.5738888889,11.3855555556,Røros Mining Town and the Circumference,Norway,1667
743,Cultural,0,22.6952222222,59.3781111111,Ancient City of Qalhat,Oman,2217
744,Cultural,0,18.25333,53.64759,Land of Frankincense,Oman,1180
745,Cultural,0,22.9988888889,57.5360555555,<i>Aflaj</i> Irrigation Systems of Oman,Oman,1384
746,Cultural,0,22.96417,57.30111,Bahla Fort,Oman,502
747,Cultural,0,23.26986,56.745,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Oman,503
748,Cultural,0,24.76666667,67.9,"Historical Monuments at Makli, Thatta",Pakistan,158
749,Cultural,0,31.59027778,74.30972222,Fort and Shalamar Gardens in Lahore,Pakistan,189
750,Cultural,0,32.9625,73.58888889,Rohtas Fort,Pakistan,693
751,Cultural,0,34.32083333,71.94583333,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Pakistan,154
752,Cultural,0,27.32916667,68.13888889,Archaeological Ruins at Moenjodaro,Pakistan,151
753,Cultural,0,33.77916667,72.8875,Taxila,Pakistan,153
754,Mixed,0,7.246925,134.3525,Rock Islands Southern Lagoon,Palau,1801
755,Cultural,0,31.7043527778,35.2075,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Palestine,1922
756,Cultural,1,31.5241666667,35.1088888889,Hebron/Al-Khalil Old Town,Palestine,2230
757,Cultural,1,31.7197222222,35.1305555556,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",Palestine,2012
758,Natural,0,7.433,-81.766,Coiba National Park and its Special Zone of Marine Protection,Panama,1319
759,Cultural,1,9.553888889,-79.65583333,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,Panama,148
760,Natural,0,7.736111111,-77.54722222,Darien National Park,Panama,177
761,Cultural,0,8.951111111,-79.54055556,Archaeological Site of Panamá Viejo and Historic District of Panamá,Panama,934
762,Cultural,0,-5.7837111111,144.3317222222,Kuk Early Agricultural Site,Papua New Guinea,1546
763,Cultural,0,-27.13333,-55.7,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,Paraguay,768
764,Natural,0,-9.33333,-77.4,Huascarán National Park,Peru,379
765,Mixed,0,-13.11666667,-72.58333333,Historic Sanctuary of Machu Picchu,Peru,305
766,Cultural,0,-9.5927725444,-77.1784535027,Chavin (Archaeological Site),Peru,375
767,Cultural,1,-8.1,-79.08333,Chan Chan Archaeological Zone,Peru,419
768,Cultural,0,-13.52222,-71.98333,City of Cuzco,Peru,304
769,Natural,0,-12.25,-71.75,Manú National Park,Peru,1705
770,Cultural,0,-12.05139,-77.04306,Historic Centre of Lima,Peru,583
771,Cultural,0,-10.8916666667,-77.5213888889,Sacred City of Caral-Supe,Peru,1615
772,Cultural,0,-16.4,-71.53333333,Historical Centre of the City of Arequipa,Peru,1186
773,Cultural,0,-14.72583,-75.14861,Lines and Geoglyphs of Nasca and Palpa,Peru,828
774,Mixed,0,-7.75,-77.25,Río Abiseo National Park,Peru,644
775,Natural,0,8.9533333333,119.8675,Tubbataha Reefs Natural Park,Philippines,1554
776,Natural,0,6.7171694444,126.1734305556,Mount Hamiguitan Range Wildlife Sanctuary,Philippines,2010
777,Natural,0,10.16666667,118.9166667,Puerto-Princesa Subterranean River National Park,Philippines,773
778,Cultural,0,16.93389,121.13667,Rice Terraces of the Philippine Cordilleras,Philippines,853
779,Cultural,0,14.59,120.97,Baroque Churches of the Philippines,Philippines,1955
780,Cultural,0,17.575,120.3875,Historic City of Vigan,Philippines,586
781,Cultural,0,54.04166667,19.03333333,Castle of the Teutonic Order in Malbork,Poland,998
782,Cultural,0,49.75,21.23333333,Wooden Churches of Southern Ma?opolska,Poland,1489
783,Cultural,0,50.9679722222,21.5023055556,Krzemionki Prehistoric Striped Flint Mining Region,Poland,2302
784,Cultural,0,51.1069472222,17.0770138888,Centennial Hall in Wroc?aw,Poland,1343
785,Cultural,0,51.05427778,16.19594444,Churches of Peace in Jawor and ?widnica,Poland,1228
786,Cultural,0,50.4426972222,18.8512277778,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Poland,2165
787,Cultural,0,50.71667,23.26667,Old City of Zamo??,Poland,666
788,Cultural,0,50.0613888889,19.9372222222,Historic Centre of Kraków,Poland,1739
789,Cultural,0,53.01,18.61944,Medieval Town of Toru?,Poland,984
790,Cultural,0,52.26639,21.01167,Historic Centre of Warsaw,Poland,2068
791,Cultural,0,49.86666667,19.66666667,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Poland,1058
792,Cultural,0,49.9791666667,20.0638888889,Wieliczka and Bochnia Royal Salt Mines,Poland,1854
793,Cultural,0,50.0388888889,19.175,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,Poland,34
794,Cultural,0,49.5338888889,21.0322222222,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,Poland,1894
795,Cultural,0,39.55,-8.97667,Monastery of Alcobaça,Portugal,589
796,Cultural,0,40.2078111111,-8.425775,University of Coimbra – Alta and Sofia,Portugal,1899
797,Cultural,0,38.69194,-9.21583,Monastery of the Hieronymites and Tower of Belém in Lisbon,Portugal,1630
798,Cultural,0,38.655,-27.22,Central Zone of the Town of Angra do Heroismo in the Azores,Portugal,227
799,Cultural,0,39.65778,-8.82694,Monastery of Batalha,Portugal,294
800,Cultural,0,39.60472,-8.4175,Convent of Christ in Tomar,Portugal,295
801,Cultural,0,38.57306,-7.90778,Historic Centre of Évora,Portugal,414
802,Cultural,0,41.14166667,-8.616666667,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar ",Portugal,890
803,Cultural,0,38.78333,-9.41667,Cultural Landscape of Sintra,Portugal,854
804,Cultural,0,41.443731,-8.292803,Historic Centre of Guimarães,Portugal,1204
805,Cultural,0,41.10166667,-7.798888889,Alto Douro Wine Region,Portugal,1220
806,Cultural,0,38.51344444,-28.54116667,Landscape of the Pico Island Vineyard Culture,Portugal,1297
807,Cultural,0,38.8806194444,-7.1633222222,Garrison Border Town of Elvas and its Fortifications,Portugal,1956
808,Cultural,0,38.9371666667,-9.3255277778,"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)",Portugal,2276
809,Cultural,0,41.5549444444,-8.3770277778,Sanctuary of Bom Jesus do Monte in Braga,Portugal,2280
810,Natural,0,32.76666667,-17.0,Laurisilva of Madeira,Portugal,1090
811,Cultural,0,25.9780555556,51.0297222222,Al Zubarah Archaeological Site,Qatar,1948
812,Cultural,0,36.7272972222,128.8434277778,"Seowon, Korean Neo-Confucian Academies",Republic of Korea,2278
813,Cultural,0,37.55,126.9833333,Changdeokgung Palace Complex,Republic of Korea,964
814,Cultural,0,36.5419444444,127.8333333333,"Sansa, Buddhist Mountain Monasteries in Korea",Republic of Korea,2227
815,Cultural,0,36.5391666667,128.5166666667,Historic Villages of Korea: Hahoe and Yangdong,Republic of Korea,1688
816,Cultural,0,37.4788888889,127.1811111111,Namhansanseong,Republic of Korea,1982
817,Cultural,0,34.96667,126.92917,"Gochang, Hwasun and Ganghwa Dolmen Sites",Republic of Korea,1141
818,Cultural,0,36.4619444444,127.1272222222,Baekje Historic Areas,Republic of Korea,2038
819,Natural,0,33.4688888889,126.7202777777,Jeju Volcanic Island and Lava Tubes,Republic of Korea,2314
820,Cultural,0,35.78333333,129.35,Seokguram Grotto and Bulguksa Temple,Republic of Korea,869
821,Cultural,0,37.1972222222,128.4527777778,Royal Tombs of the Joseon Dynasty,Republic of Korea,1957
822,Cultural,0,35.78889,129.22667,Gyeongju Historic Areas,Republic of Korea,1140
823,Cultural,0,37.27222,127.00833,Hwaseong Fortress,Republic of Korea,965
824,Cultural,0,37.55,126.98333,Jongmyo Shrine,Republic of Korea,871
825,Cultural,0,35.8,128.1,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",Republic of Korea,870
826,Cultural,0,47.7783333333,25.7127777778,Churches of Moldavia,Romania,1728
827,Cultural,0,46.13583333,24.77305556,Villages with Fortified Churches in Transylvania,Romania,705
828,Cultural,0,45.18333333,24.01666667,Monastery of Horezu,Romania,706
829,Cultural,0,45.62305556,23.31194444,Dacian Fortresses of the Orastie Mountains,Romania,1059
830,Natural,0,45.08333,29.5,Danube Delta,Romania,695
831,Cultural,0,46.21777778,24.79222222,Historic Centre of Sighi?oara,Romania,1055
832,Cultural,0,47.82083333,24.05583333,Wooden Churches of Maramure?,Romania,1057
833,Cultural,0,57.65278,39.87611,Historical Centre of the City of Yaroslavl,Russian Federation,1347
834,Cultural,0,55.72611111,37.55508333,Ensemble of the Novodevichy Convent,Russian Federation,1275
835,Cultural,0,57.8071944444,28.3285555556,Churches of the Pskov School of Architecture,Russian Federation,2269
836,Natural,0,69.0469444444,94.1580555556,Putorana Plateau,Russian Federation,1644
837,Natural,0,49.9302222222,115.4254444444,Landscapes of Dauria,Russian Federation,2150
838,Natural,0,60.6666666667,127.0,Lena Pillars Nature Park,Russian Federation,2116
839,Cultural,0,42.05297222,48.29719444,"Citadel, Ancient City and Fortress Buildings of Derbent",Russian Federation,1247
840,Cultural,0,59.95,30.31833,Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,1958
841,Cultural,0,54.9788888889,49.0563888889,Bolgar Historical and Archaeological Complex,Russian Federation,2009
842,Cultural,0,59.95,38.56666667,Ensemble of the Ferapontov Monastery,Russian Federation,1146
843,Natural,0,71.18888889,-179.7152778,Natural System of Wrangel Island Reserve,Russian Federation,1194
844,Natural,0,46.6833333333,136.6611111111,Central Sikhote-Alin,Russian Federation,2211
845,Cultural,0,55.79111111,49.095,Historic and Architectural Complex of the Kazan Kremlin,Russian Federation,1144
846,Cultural,0,55.7702777778,48.6527777778,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Russian Federation,2168
847,Cultural,0,56.15,40.41666667,White Monuments of Vladimir and Suzdal,Russian Federation,752
848,Natural,0,50.46666667,86.0,Golden Mountains of Altai,Russian Federation,907
849,Cultural,0,55.27458,20.96239,Curonian Spit,Russian Federation,1158
850,Cultural,0,65.08333333,35.66666667,Cultural and Historic Ensemble of the Solovetsky Islands,Russian Federation,750
851,Cultural,0,55.65556,37.67389,"Church of the Ascension, Kolomenskoye",Russian Federation,754
852,Cultural,0,56.31035,38.1312,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,Russian Federation,778
853,Natural,0,63.6258333333,58.9525,Virgin Komi Forests,Russian Federation,850
854,Natural,0,44.0,40.0,Western Caucasus,Russian Federation,1052
855,Natural,0,53.17361111,107.6625,Lake Baikal,Russian Federation,889
856,Cultural,0,58.53333,31.28333,Historic Monuments of Novgorod and Surroundings,Russian Federation,716
857,Cultural,0,55.74583,37.62972,"Kremlin and Red Square, Moscow",Russian Federation,640
858,Cultural,0,62.07138889,35.2275,Kizhi Pogost,Russian Federation,639
859,Natural,0,56.33333333,158.5,Volcanoes of Kamchatka,Russian Federation,902
860,Cultural,0,17.34694,-62.83722,Brimstone Hill Fortress National Park,Saint Kitts and Nevis,1063
861,Natural,0,13.80708333,-61.07036111,Pitons Management Area,Saint Lucia,1341
862,Cultural,0,43.9327777778,12.4519444444,San Marino Historic Centre and Mount Titano,San Marino,1535
863,Cultural,0,24.7341333333,46.5724666667,At-Turaif District in ad-Dir'iyah,Saudi Arabia,1659
864,Cultural,0,28.0105555556,40.9130555556,Rock Art in the Hail Region of Saudi Arabia,Saudi Arabia,2033
865,Cultural,0,21.4838888889,39.1875,"Historic Jeddah, the Gate to Makkah",Saudi Arabia,1968
866,Cultural,0,25.4021666667,49.6305694444,"Al-Ahsa Oasis, an Evolving Cultural Landscape",Saudi Arabia,2228
867,Cultural,0,26.7836111111,37.955,Al-Hijr Archaeological Site (Madâin Sâlih),Saudi Arabia,1524
868,Cultural,0,14.66722,-17.40083,Island of Gorée,Senegal,29
869,Natural,0,16.5,-16.16667,Djoudj National Bird Sanctuary,Senegal,28
870,Cultural,0,13.8352777778,-16.4986111111,Saloum Delta,Senegal,1754
871,Natural,1,13.06667,-12.71667,Niokolo-Koba National Park,Senegal,171
872,Cultural,0,16.02778,-16.50444,Island of Saint-Louis,Senegal,1561
873,Cultural,0,12.5933333333,-12.8458333333,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",Senegal,1832
874,Cultural,1,42.6611111111,20.2655555555,Medieval Monuments in Kosovo,Serbia,856
875,Cultural,0,43.11889,20.42278,Stari Ras and Sopo?ani,Serbia,104
876,Cultural,0,43.8993055556,22.1861111111,"Gamzigrad-Romuliana, Palace of Galerius",Serbia,1430
877,Cultural,0,43.48611,20.53667,Studenica Monastery,Serbia,449
878,Natural,0,-4.32917,55.7375,Vallée de Mai Nature Reserve,Seychelles,291
879,Natural,0,-9.416666667,46.41666667,Aldabra Atoll,Seychelles,205
880,Cultural,0,1.3152777778,103.8161111111,Singapore Botanic Gardens,Singapore,2044
881,Cultural,0,48.46111,18.9,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,Slovakia,734
882,Natural,0,49.0097222222,22.3388888889,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,Slovakia,2152
883,Cultural,0,49.3361111111,19.5583333333,Wooden Churches of the Slovak part of the Carpathian Mountain Area,Slovakia,1491
884,Cultural,0,48.9994444444,20.7675,"Levo?a, Spišský Hrad and the Associated Cultural Monuments",Slovakia,1537
885,Cultural,0,49.0391666667,19.2783333333,Vlkolínec,Slovakia,740
886,Cultural,0,49.2927777778,21.2755555556,Bardejov Town Conservation Reserve,Slovakia,1137
887,Natural,0,45.66667,14.0,Škocjan Caves,Slovenia,450
888,Natural,1,-11.68333,160.33333,East Rennell,Solomon Islands,1005
889,Natural,0,-25.9738888889,31.0138888889,Barberton Makhonjwa Mountains,South Africa,2240
890,Cultural,0,-22.1925,29.23889,Mapungubwe Cultural Landscape,South Africa,2061
891,Natural,0,-26.86,27.26,Vredefort Dome,South Africa,1342
892,Cultural,0,-28.6,17.2038888888,Richtersveld Cultural and Botanical Landscape,South Africa,1442
893,Cultural,0,-25.6876111111,20.3745833333,?Khomani Cultural Landscape,South Africa,2133
894,Cultural,0,-24.15861,29.17694,Fossil Hominid Sites of South Africa,South Africa,1069
895,Natural,0,-34.3611111111,18.475,Cape Floral Region Protected Areas,South Africa,2013
896,Cultural,0,-33.8,18.36666667,Robben Island,South Africa,1070
897,Natural,0,-27.83889,32.55,iSimangaliso Wetland Park,South Africa,1067
898,Cultural,0,37.87919444,-4.779722222,Historic Centre of Cordoba,Spain,355
899,Cultural,0,43.01111,-7.55333,Roman Walls of Lugo,Spain,1151
900,Cultural,0,40.58175,-4.126416667,"Monastery and Site of the Escurial, Madrid",Spain,361
901,Cultural,0,42.3407333333,-3.7040111111,Burgos Cathedral,Spain,2070
902,Cultural,0,43.38252778,-4.116166667,Cave of Altamira and Paleolithic Cave Art of Northern Spain,Spain,1506
903,Cultural,0,41.41338,2.152972,Works of Antoni Gaudí ,Spain,364
904,Cultural,0,43.335,-6.4147222222,Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain ,Spain,2055
905,Natural,0,36.9477,-6.358861,Doñana National Park,Spain,810
906,Cultural,0,40.94847222,-4.11675,Old Town of Segovia and its Aqueduct,Spain,2124
907,Cultural,0,38.01131,-3.37122,Renaissance Monumental Ensembles of Úbeda and Baeza,Spain,611
908,Cultural,0,39.86688889,-4.029416667,Historic City of Toledo,Spain,435
909,Mixed,0,38.91113889,1.435194444,"Ibiza, Biodiversity and Culture",Spain,481
910,Cultural,0,40.6975,-6.6611111111,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,Spain,1642
